Customer_ID,Age,Gender,Annual_Income,Spending_Score,Purchase_Frequency,Total_Purchase_Amount
C0557,55,Other,114373.0,54.0,10,14480.0
C0558,30,Female,50149.0,49.0,19,42047.0
C0559,49,Other,105800.0,88.0,11,25388.0
C0560,66,Other,146682.0,93.0,21,88578.0
C0561,47,Male,116045.0,46.0,6,8076.0
C0562,64,Other,84004.0,24.0,30,139230.0
C0563,59,Male,88674.0,5.0,27,21816.0
C0564,70,Other,26358.0,98.0,1,3578.0
C0565,26,Other,50334.0,9.0,23,33051.0
C0566,18,Male,86287.0,59.0,12,8340.0
C0567,57,Other,107392.0,79.0,30,124740.0
C0568,60,Female,22061.0,1.0,18,84942.0
C0569,44,Male,22192.0,68.0,24,58800.0
C0570,52,Female,22246.0,65.0,27,100629.0
C0571,69,Male,34026.0,13.0,17,24123.0
C0572,33,Male,101235.0,68.0,9,27927.0
C0573,35,Female,30357.0,48.0,13,51480.0
C0574,54,Male,149791.0,90.0,8,21256.0
C0575,61,Male,105686.0,84.0,25,11475.0
C0576,23,Female,69710.0,49.0,18,73782.0
C0577,21,Other,21238.0,90.0,6,5262.0
C0578,49,Female,104529.0,43.0,19,18639.0
C0579,51,Male,50115.0,28.0,29,140447.0
C0580,48,Female,26102.0,10.0,22,54912.0
C0581,52,Other,106259.0,5.0,6,16656.0
C0582,19,Male,96943.0,54.0,25,86550.0
C0583,22,Female,41292.0,73.0,8,38736.0
C0584,42,Other,137509.0,70.0,11,36784.0
C0585,66,Other,38343.0,89.0,24,20208.0
C0586,50,Other,147706.0,45.0,2,2000.0
C0587,45,Male,129926.0,10.0,11,37939.0
C0588,67,Female,23883.0,82.0,9,35010.0
C0589,49,Male,66636.0,71.0,13,48581.0
C0590,29,Other,96791.0,85.0,13,11726.0
C0591,67,Other,58715.0,32.0,23,18446.0
C0592,23,Female,40214.0,49.0,23,33649.0
C0593,65,Female,61507.0,47.0,4,3796.0
C0594,18,Female,78292.0,47.0,25,60225.0
C0595,24,Male,31442.0,24.0,15,54264.0
C0596,53,Other,87166.0,53.0,4,1660.0
C0597,23,Female,92642.0,12.0,20,57140.0
C0598,42,Male,58253.0,53.0,13,11609.0
C0599,64,Other,138647.0,32.0,19,84892.0
C0600,28,Other,69903.0,22.0,5,12010.0
C0601,37,Female,84634.0,19.0,3,4707.0
C0602,45,Female,75194.0,39.0,16,13280.0
C0603,41,Female,143761.0,32.0,24,102264.0
C0604,56,Other,45630.0,59.0,4,5236.0
C0605,37,Male,144364.0,51.0,11,36432.0
C0606,69,Female,77700.0,43.0,14,18410.0
C0607,37,Female,99064.0,54.0,7,28868.0
C0608,38,Male,146428.0,51.0,11,28457.0
C0609,65,Other,102955.0,63.0,19,41515.0
C0610,38,Female,56739.0,51.0,12,13584.0
C0611,54,Male,97624.0,70.0,6,28236.0
C0612,19,Other,80505.0,91.0,7,26537.0
C0613,69,Female,128957.0,89.0,3,10653.0
C0614,61,Female,38242.0,82.0,10,21820.0
C0615,34,Other,40203.0,92.0,14,46032.0
C0616,22,Female,149853.0,77.0,16,79504.0
C0617,43,Other,86402.0,89.0,14,65142.0
C0618,20,Female,111964.0,69.0,20,17920.0
C0619,24,Male,106193.0,86.0,12,18744.0
C0620,59,Other,25806.0,73.0,21,72933.0
C0621,66,Female,146578.0,56.0,4,1144.0
C0622,24,Female,49098.0,66.0,24,106776.0
C0623,53,Other,110133.0,74.0,8,30808.0
C0624,41,Female,80694.0,99.0,22,94578.0
C0625,27,Female,23219.0,62.0,4,10480.0
C0626,44,Male,35213.0,94.0,5,15265.0
C0627,37,Female,79681.0,27.0,17,70652.0
C0628,40,Female,32795.0,57.0,24,93744.0
C0629,38,Male,59356.0,6.0,26,29692.0
C0630,19,Female,104930.0,14.0,22,34012.0
C0631,65,Male,87632.0,23.0,18,27198.0
C0632,39,Other,75885.0,60.0,8,28144.0
C0633,58,Male,44430.0,82.0,22,82280.0
C0634,43,Male,116650.0,79.0,29,52664.0
C0635,46,Other,76302.0,50.0,1,1959.0
C0636,31,Female,118608.0,91.0,26,18512.0
C0637,54,Male,124792.0,69.0,6,19176.0
C0638,38,Male,79972.0,15.0,9,37881.0
C0639,51,Other,61078.0,77.0,13,44395.0
C0640,55,Male,65603.0,46.0,28,110600.0
C0641,57,Male,126658.0,87.0,23,60628.0
C0642,57,Other,31108.0,87.0,5,13825.0
C0643,25,Male,60026.0,15.0,6,19548.0
C0644,62,Male,86954.0,50.0,14,18606.0
C0645,54,Female,75448.0,24.0,16,73632.0
C0646,62,Other,141988.0,23.0,18,28188.0
C0647,49,Female,38388.0,24.0,11,42834.0
C0648,57,Male,133445.0,46.0,1,4169.0
C0649,26,Male,126851.0,50.0,18,78120.0
C0650,59,Female,73626.0,88.0,16,57664.0
C0651,63,Female,84054.0,22.0,3,14493.0
C0652,19,Male,86249.0,5.0,9,18369.0
C0653,52,Female,86249.0,100.0,15,72495.0
C0654,65,Female,92053.0,66.0,4,19564.0
C0655,25,Female,121595.0,70.0,27,86535.0
C0656,52,Male,119615.0,93.0,15,70125.0
C0657,31,Female,33423.0,95.0,27,60129.0
C0658,37,Male,78947.0,34.0,12,10944.0
C0659,46,Male,121663.0,31.0,7,21504.0
C0660,63,Other,102938.0,55.0,6,8040.0
C0661,68,Male,126630.0,27.0,26,17836.0
C0662,54,Female,89767.0,36.0,20,92260.0
C0663,28,Female,148319.0,91.0,10,25700.0
C0664,54,Female,144832.0,66.0,29,28420.0
C0665,26,Female,140424.0,8.0,9,11151.0
C0666,62,Male,52725.0,19.0,23,65274.0
C0667,33,Other,71472.0,63.0,5,24650.0
C0668,58,Female,102288.0,54.0,13,50726.0
C0669,22,Other,124149.0,99.0,3,10500.0
C0670,50,Other,56467.0,89.0,30,96690.0
C0671,47,Female,62898.0,75.0,1,963.0
C0672,64,Female,103209.0,86.0,23,72082.0
C0673,22,Other,72129.0,28.0,14,27090.0
C0674,49,Other,62318.0,37.0,11,51513.0
C0675,54,Male,94205.0,63.0,26,78390.0
C0676,61,Male,26021.0,13.0,21,83244.0
C0677,19,Male,141822.0,21.0,15,59085.0
C0678,18,Female,46518.0,89.0,30,38400.0
C0679,59,Female,40837.0,36.0,15,9456.0
C0680,34,Male,68738.0,86.0,29,45095.0
C0681,21,Female,101999.0,40.0,24,50832.0
C0682,45,Other,31953.0,91.0,4,832.0
C0683,31,Female,30215.0,17.0,19,38988.0
C0684,51,Other,78335.0,2.0,1,3014.0
C0685,70,Male,149519.0,55.0,23,29486.0
C0686,48,Male,50008.0,50.0,3,3117.0
C0687,24,Female,68177.0,39.0,5,16675.0
C0688,67,Male,104092.0,87.0,5,3800.0
C0689,51,Other,21110.0,79.0,21,32424.0
C0690,46,Female,114690.0,28.0,21,30240.0
C0691,44,Other,109989.0,57.0,28,55412.0
C0692,23,Male,38351.0,97.0,4,13380.0
C0693,40,Female,61222.0,18.0,8,19744.0
C0694,59,Male,52527.0,71.0,20,50680.0
C0695,67,Other,23515.0,85.0,29,77459.0
C0696,31,Other,99551.0,66.0,7,23863.0
C0697,36,Other,27152.0,31.0,16,53776.0
C0698,25,Male,85481.0,82.0,20,15620.0
C0699,51,Male,149352.0,47.0,30,83760.0
C0700,26,Female,132828.0,73.0,14,44702.0
C0701,52,Other,42645.0,98.0,16,12752.0
C0702,19,Other,28851.0,2.0,9,17703.0
C0703,20,Male,144345.0,51.0,17,43282.0
C0704,58,Other,85673.0,99.0,14,51366.0
C0705,62,Female,30803.0,82.0,18,82872.0
C0706,57,Male,56368.0,11.0,10,8470.0
C0707,50,Male,147705.0,20.0,18,51768.0
C0708,43,Other,103138.0,98.0,27,20007.0
C0709,37,Other,77342.0,94.0,28,60312.0
C0710,21,Male,31300.0,56.0,4,15656.0
C0711,57,Other,27212.0,54.0,22,36036.0
C0712,25,Male,112785.0,18.0,23,6716.0
C0713,28,Female,144913.0,45.0,17,75429.0
C0714,68,Other,53980.0,22.0,12,14868.0
C0715,65,Female,116067.0,16.0,25,11000.0
C0716,39,Female,55649.0,68.0,3,7062.0
C0717,63,Other,102251.0,10.0,16,62848.0
C0718,50,Female,27266.0,64.0,28,32296.0
C0719,28,Female,40618.0,33.0,25,26050.0
C0720,54,Other,114736.0,15.0,8,34944.0
C0721,18,Male,132550.0,2.0,8,4608.0
C0722,48,Female,70197.0,20.0,6,2934.0
C0723,53,Other,117080.0,84.0,14,28546.0
C0724,38,Male,74559.0,93.0,11,26642.0
C0725,70,Male,94912.0,48.0,4,17248.0
C0726,61,Male,43507.0,29.0,26,115050.0
C0727,20,Female,29034.0,60.0,28,70336.0
C0728,67,Female,62899.0,12.0,18,70938.0
C0729,18,Female,46302.0,38.0,19,32296.0
C0730,65,Other,51795.0,60.0,12,50892.0
